FormaTamañoAcierto
"Capsula_0,01:57.19"
"Capsula_0,02:57.83"
"Capsula_0,03:58.26"
"Capsula_0,04:57.66"
"Capsula_0,05:57.13"
"Cilindro_0,01:57.79"
"Cilindro_0,02:58.85"
"Cilindro_0,03:58.25"
"Cilindro_0,04:56.8"
"Cilindro_0,05:55.13"
"Cubo_0,01:57.13"
"Cubo_0,02:57.55"
"Cubo_0,03:57.76"
"Cubo_0,04:57.52"
"Cubo_0,05:55.63"
"Esfera_0,01:56.65"
"Esfera_0,02:57.31"
"Esfera_0,03:57.87"
"Esfera_0,04:57.82"
"Esfera_0,05:58.0"
"Quad_0,01:56.8"
"Quad_0,02:57.89"
"Quad_0,03:58.36"
"Quad_0,04:59.08"
"Quad_0,05:58.73"
