FormaTamañoAcierto
"Capsula_0,01:47.36"
"Capsula_0,02:37.18"
"Capsula_0,03:30.24"
"Capsula_0,04:26.04"
"Capsula_0,05:23.16"
"Cilindro_0,01:45.4"
"Cilindro_0,02:34.51"
"Cilindro_0,03:28.22"
"Cilindro_0,04:24.81"
"Cilindro_0,05:21.75"
"Cubo_0,01:47.19"
"Cubo_0,02:36.95"
"Cubo_0,03:29.99"
"Cubo_0,04:26.27"
"Cubo_0,05:23.78"
"Esfera_0,01:50.39"
"Esfera_0,02:42.26"
"Esfera_0,03:35.94"
"Esfera_0,04:30.99"
"Esfera_0,05:27.72"
"Quad_0,01:50.37"
"Quad_0,02:42.28"
"Quad_0,03:36.05"
"Quad_0,04:31.33"
"Quad_0,05:27.76"
